Unnamed: 0,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),ER wait time,Primary Care Provider(PCP),Cluster
11853,45359,"THE WATERS OF CUMBERLAND, LLC",1516  CUMBERLAND ST,LITTLE ROCK,AR,72202,5013747565,Pulaski,120,61.3,Medicare and Medicaid,2,1,3,4,4.3133599999999985,0.012,150.167,1,14,3,3,5,13,23,73,9,40,FP,Cluster 1
11854,396069,ARBUTUS PARK MANOR,207 OTTAWA STREET,JOHNSTOWN,PA,15904,8142668621,Cambria,141,125.8,Medicare and Medicaid,2,1,5,3,4.04429,0.04469,116.167,3,11,1,2,8,10,28,16,6,39,FP,Cluster 1
11855,65147,CHEYENNE MOUNTAIN CENTER,835 TENDERFOOT HILL RD,COLORADO SPRINGS,CO,80906,7195768380,El Paso,159,137.8,Medicare and Medicaid,2,1,5,3,3.15303,0.04807,142.167,0,11,2,2,7,11,34,81,7,36,FP,Cluster 1
11856,525533,ALGOMA MEDICAL CENTER,1510 FREMONT ST,ALGOMA,WI,54201,9204875511,Kewaunee,42,31.8,Medicare and Medicaid,5,4,5,5,4.5710000000000015,0.05773,9.0,0,0,0,0,9,45,12,55,3,14,No,Cluster 0
11857,455528,RETAMA MANOR NURSING CENTER/LAREDO-WEST,1200 LANE,LAREDO,TX,78043,9567220031,Webb,198,131.5,Medicare and Medicaid,1,1,4,1,3.3665300000000005,0.0189,248.5,4,10,2,2,9,13,31,75,1,40,PD,Cluster 1
11858,45170,THE GREEN HOUSE COTTAGES OF BELLE MEADE,2200 CHATEAU BOULEVARD,PARAGOULD,AR,72450,8702367104,Greene,167,113.9,Medicare and Medicaid,5,3,5,4,5.64052,0.06262999999999999,44.0,0,1,1,1,8,36,15,71,1,14,No,Cluster 0
11859,235608,STRATFORD PINES NURSING AND REHABILITATION CENTER,2121 ROCKWELL DR,MIDLAND,MI,48642,9896335350,Midland,100,87.9,Medicare and Medicaid,4,3,4,4,4.4078,0.05843,82.0,13,11,0,0,9,34,23,45,1,35,FP,Cluster 1
11860,365770,CAMBRIDGE CARE AND REHABILITATION,1471 WILLS CREEK VALLEY DRIVE,CAMBRIDGE,OH,43725,7404394437,Guernsey,95,78.1,Medicare and Medicaid,1,1,2,2,2.87583,0.034,109.0,0,8,0,1,7,18,32,45,7,34,FP,Cluster 1
11861,215039,CITIZENS CARE CENTER,415 S. MARKET STREET,HAVRE DE GRACE,MD,21078,4109395500,Harford,184,138.3,Medicare and Medicaid,3,2,4,4,4.06117,0.03398,78.5,0,2,1,1,4,20,19,25,3,29,No,Cluster 3
11862,495242,HERITAGE HALL - BROOKNEAL,633 COOK AVENUE,BROOKNEAL,VA,24528,4343763717,Campbell,60,55.3,Medicare and Medicaid,4,4,4,2,3.1897900000000003,0.08842,37.333,0,0,0,0,4,41,29,25,4,32,FP,Cluster 2
11863,455996,THE RENAISSANCE AT KESSLER PARK,2428 BAHAMA DR,DALLAS,TX,75211,2149483811,Dallas,135,87.7,Medicare and Medicaid,5,5,4,2,3.29516,0.06867000000000001,16.0,0,7,0,0,2,52,10,75,9,10,FP,Cluster 0
11864,366296,CEDARS OF LEBANON CARE CENTER,102 EAST SILVER STREET,LEBANON,OH,45036,5139320300,Warren,45,43.8,Medicare and Medicaid,5,4,5,3,3.22215,0.00873,10.667,0,0,0,0,5,42,15,46,9,14,FP,Cluster 0
11865,35096,"HAVEN OF SANDPOINTE, LLC",2222 SOUTH AVENUE A,YUMA,AZ,85364,9287838831,Yuma,143,85.4,Medicare and Medicaid,3,2,4,4,3.80121,0.10069,38.667,2,2,0,0,9,28,27,80,6,27,No,Cluster 2
11866,165549,VISTA WOODS CARE CENTER,THREE PENNSYLVANIA PLACE,OTTUMWA,IA,52501,6416833372,Wapello,60,49.4,Medicare and Medicaid,5,3,5,4,4.06522,0.05098,21.167,2,0,1,1,6,30,10,55,4,19,No,Cluster 0
11867,145960,PRESENCE RESURRECTION LIFE CTR,7370 WEST TALCOTT AVENUE,CHICAGO,IL,60631,7735947400,Cook,157,141.4,Medicare and Medicaid,5,5,5,4,3.31229,0.15059,3.333,0,0,0,0,7,53,13,65,6,13,GP,Cluster 0
11868,366419,HEARTLAND OF TWINSBURG,8551 DARROW ROAD,TWINSBURG,OH,44087,3304869402,Summit,120,96.4,Medicare and Medicaid,3,2,5,3,3.69144,0.14766,67.333,0,7,0,0,3,26,16,46,4,28,PD,Cluster 2
11869,17E531,KEARNY COUNTY HOSPITAL LTCU,607 COURT PL,LAKIN,KS,67860,6203557836,Kearny,40,36.3,Medicaid,4,4,2,4,4.94698,0.0018,26.667,1,0,0,0,6,49,16,22,3,32,PD,Cluster 2
11870,255316,THE GROVE,11 PECAN DRIVE,COLUMBIA,MS,39429,6017364747,Marion,86,82.1,Medicare and Medicaid,3,3,2,3,4.32831,0.05793,20.667,0,0,0,0,6,33,18,35,8,30,FP,Cluster 2
11871,225191,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,1720,9782639101,Middlesex,155,123.9,Medicare and Medicaid,4,3,5,3,3.46478,0.04075,30.667,0,0,0,0,9,34,13,15,9,23,No,Cluster 3
11872,445471,HENDERSON HEALTH AND REHABILITATION CENTER,412 JUANITA DRIVE,HENDERSON,TN,38340,7319897598,Chester,132,94.5,Medicare and Medicaid,2,2,2,2,4.11653,0.11654,30.0,3,1,0,0,7,21,27,35,7,33,FP,Cluster 2
11873,235485,GLADWIN PINES NURSING AND REHABILITATION CENTER,449 QUARTER STREET,GLADWIN,MI,48624,9894263430,Gladwin,84,71.8,Medicare and Medicaid,2,1,3,4,5.11509,0.0554,177.833,13,3,0,0,9,11,22,45,8,32,PD,Cluster 1
11874,205136,SOUTHRIDGE REHAB & LIVING CTR,10 MAY ST,BIDDEFORD,ME,4005,2072824138,York,78,58.8,Medicare and Medicaid,4,3,3,4,4.3585699999999985,0.04736,16.667,0,2,0,0,2,33,15,45,3,29,FP,Cluster 2
11875,555890,HILLCREST NURSING HOME,4280 CYPRESS DRIVE,SAN BERNARDINO,CA,92407,9098822965,San Bernardino,59,54.6,Medicare and Medicaid,3,2,5,3,4.21563,0.0,93.333,1,2,0,0,9,13,29,95,9,26,FP,Cluster 2
11876,675946,TLC EAST NURSING AND REHABILITATION,1511 MARLANDWOOD RD,TEMPLE,TX,76502,2548996500,Bell,138,105.0,Medicare and Medicaid,2,1,5,1,3.3257800000000004,0.02427,116.5,1,2,1,1,2,13,28,75,4,35,No,Cluster 1
11877,365579,CARROLL HEALTHCARE CENTER INC,648 LONGHORN STREET,CARROLLTON,OH,44615,3306275501,Carroll,77,58.7,Medicare and Medicaid,3,2,5,3,3.745,0.0433,82.833,0,4,1,1,3,27,28,45,7,30,PD,Cluster 2
11878,145753,ARCADIA CARE DANVILLE,1701 NORTH BOWMAN,DANVILLE,IL,61832,2174432955,Vermilion,200,120.9,Medicare and Medicaid,1,1,2,2,2.04123,0.00987,201.333,4,23,0,1,2,10,30,65,5,37,PD,Cluster 1
11879,495387,SUNNYSIDE PRESBYTERIAN RETIREMENT COMMUNITY,"3935 SUNNYSIDE DRIVE, SUITE A",HARRISONBURG,VA,22801,5405688200,Harrisonburg City,84,77.3,Medicare and Medicaid,5,4,5,5,4.14848,0.08563,22.667,0,0,0,0,5,41,13,25,8,18,PD,Cluster 0
11880,155471,FOUR SEASONS RETIREMENT CENTER,1901 TAYLOR RD,COLUMBUS,IN,47203,8123728481,Bartholomew,30,15.7,Medicare,5,5,4,5,6.15479,0.30157,9.333,0,0,0,0,8,51,10,45,7,10,GER,Cluster 0
11881,555827,ATHERTON REGENCY,1275 CRANE STREET,MENLO PARK,CA,94025,6503258600,San Mateo,160,134.3,Medicare and Medicaid,2,1,4,4,3.65001,0.03267,338.5,5,2,1,2,6,16,20,95,1,38,No,Cluster 1
11882,345170,CRYSTAL BLUFFS REHABILITATION AND HEALTH CARE CENT,4010 BRIDGES STREET EXTENSION,MOREHEAD CITY,NC,28557,2527260031,Carteret,92,89.2,Medicare and Medicaid,5,5,4,2,3.81855,0.05961,2.0,0,0,0,0,2,58,15,25,7,15,No,Cluster 0
11883,245483,THE NORTH SHORE ESTATES LLC,7700 GRAND AVENUE,DULUTH,MN,55807,2186282341,St. Louis,70,65.2,Medicare and Medicaid,3,2,5,3,3.44639,0.05655,64.667,2,6,0,0,2,24,21,55,8,29,GER,Cluster 2
11884,265188,SPRING VALLEY HEALTH & REHABILITATION CENTER,2915 SOUTH FREMONT AVE,SPRINGFIELD,MO,65804,4178834022,Greene,194,121.7,Medicare and Medicaid,1,1,3,3,3.5753800000000004,0.03013,114.0,6,45,0,0,4,15,33,65,8,33,PD,Cluster 1
11885,265850,SEASONS CARE CENTER,15600 WOODS CHAPEL ROAD,KANSAS CITY,MO,64139,8164784757,Jackson,78,71.0,Medicare and Medicaid,1,1,4,3,4.1454,0.017240000000000002,133.333,3,4,1,2,8,11,32,65,5,35,PD,Cluster 1
11886,366341,WAYNE COUNTY CARE CENTER,876 S GEYERS CHAPEL ROAD,WOOSTER,OH,44691,3302621786,Wayne,50,46.2,Medicare and Medicaid,5,4,5,4,4.11864,0.01115,26.667,0,0,0,0,3,41,16,46,4,14,FP,Cluster 0
11887,255228,DELTA REHABILITATION AND HEALTHCARE CENTER,200 DR MARTIN LUTHER KING JR DRIVE,CLEVELAND,MS,38732,6628435347,Bolivar,75,66.1,Medicare and Medicaid,3,3,3,3,3.40057,0.09687,17.333,0,0,0,0,6,34,28,35,7,33,PD,Cluster 2
11888,285146,AZRIA HEALTH GRETNA,700 HIGHWAY 6,GRETNA,NE,68028,4023323446,Sarpy,63,56.5,Medicare and Medicaid,4,4,4,4,3.46187,0.09815,27.333,0,0,0,0,4,44,11,65,4,12,PD,Cluster 0
11889,235139,AVISTA NURSING AND REHAB,2901 GALAXY DR,SAGINAW,MI,48601,9897775110,Saginaw,103,77.1,Medicare and Medicaid,3,3,4,3,4.05173,0.05684,76.667,2,9,0,0,9,30,20,45,3,28,FP,Cluster 2
11890,65257,GOLDEN PEAKS CENTER,1005 E ELIZABETH ST,FORT COLLINS,CO,80524,9704822525,Larimer,60,51.4,Medicare and Medicaid,2,1,3,4,3.23692,0.0437,108.0,0,7,0,0,9,12,28,82,7,30,PD,Cluster 2
11891,455869,GUADALUPE VALLEY NURSING CENTER,1210 EASTWOOD DR,SEGUIN,TX,78155,8303799308,Guadalupe,150,102.8,Medicare and Medicaid,1,1,3,1,2.97978,0.0,181.167,4,1,0,0,8,5,32,75,6,41,No,Cluster 1
11892,26A378,"SYLVIA G THOMPSON RESIDENCE CENTER, INC",3333 W TENTH STREET,SEDALIA,MO,65301,6608262118,Pettis,120,119.5,Medicaid,5,4,5,2,3.11757,0.0,24.0,0,0,0,0,6,13,17,30,7,27,FP,Cluster 2
11893,105248,OAK MANOR HEALTHCARE & REHABILITATION CENTER,3500 OAK MANOR LANE,LARGO,FL,33774,7275819427,Pinellas,180,147.2,Medicare and Medicaid,2,2,2,3,4.1242,0.06539,36.0,0,2,1,1,7,21,17,35,4,27,PD,Cluster 3
11894,105915,SOLARIS HEALTHCARE DAYTONA,550 NATIONAL HEALTHCARE DRIVE,DAYTONA BEACH,FL,32114,3862576362,Volusia,73,74.4,Medicare and Medicaid,5,4,5,3,4.29099,0.1361,20.0,0,0,0,0,3,42,16,35,9,12,PD,Cluster 0
11895,495296,ACCORDIUS HEALTH AT COURTLAND,23020 MAIN STREET,COURTLAND,VA,23837,7576530908,Southampton,90,82.6,Medicare and Medicaid,2,2,4,2,3.35285,0.05805,66.0,0,13,1,1,7,23,24,25,9,33,FP,Cluster 2
11896,365632,MAJORA LANE CTR FOR REHAB & NSG CARE INC,105 MAJORA LANE,MILLERSBURG,OH,44654,3306744444,Holmes,80,65.2,Medicare and Medicaid,4,4,4,2,3.04164,0.022330000000000003,22.0,0,1,0,0,3,40,20,45,3,25,PD,Cluster 2
11897,155187,GOLDEN LIVING CENTER-FOUNTAINVIEW PLACE,3175 LANCER ST,PORTAGE,IN,46368,2197629571,Porter,186,136.1,Medicare and Medicaid,1,1,2,2,3.20391,0.03982,109.667,0,32,0,0,2,12,25,45,8,31,FP,Cluster 1
11898,14E360,SHELDON HEALTH CARE CENTER,170 WEST CONCORD,SHELDON,IL,60966,8154293522,Iroquois,31,21.8,Medicaid,3,3,2,3,3.04403,0.0,46.0,0,1,0,0,8,6,19,22,6,34,PD,Cluster 2
11899,35279,ACACIA HEALTH CENTER,4555 EAST MAYO BLVD,PHOENIX,AZ,85050,4803845600,Maricopa,78,68.7,Medicare,5,5,5,5,5.06801,0.15034,8.667,0,1,0,0,4,50,14,82,9,14,FP,Cluster 0
11900,335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,6315679300,Suffolk,180,167.2,Medicare and Medicaid,3,2,5,3,3.75749,0.15508,36.667,1,4,0,0,6,27,16,15,6,22,PD,Cluster 3
11901,185384,BEREA HEALTH AND REHABILITATION,601 RICHMOND ROAD,BEREA,KY,40403,8599864710,Madison,84,78.8,Medicare and Medicaid,1,1,3,2,3.7651,0.051529999999999986,198.167,1,7,1,1,8,17,32,45,8,40,PD,Cluster 1
11902,165183,MERCYONE NORTH IOWA MEDICAL SERVICES,910 NORTH EISENHOWER AVENUE,MASON CITY,IA,50401,6414287000,Cerro Gordo,22,19.6,Medicare and Medicaid,5,5,5,5,7.21374,0.32312,0.0,0,0,0,0,6,52,10,55,8,13,FP,Cluster 0
11903,265429,LAKE REGIONAL HEALTH SYSTEMS,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,5733488275,Camden,16,9.1,Medicare,5,4,5,5,8.137889999999999,0.21783,18.667,0,0,0,0,5,41,13,65,6,15,No,Cluster 0
11904,165279,MONTICELLO NURSING & REHAB CEN,500 PINEHAVEN DRIVE,MONTICELLO,IA,52310,3194655415,Jones,100,66.1,Medicare and Medicaid,4,4,3,4,3.37115,0.02124,8.0,0,0,0,0,3,43,19,55,7,30,FP,Cluster 2
11905,65249,WILLOW TREE CARE CENTER,2050 S MAIN ST,DELTA,CO,81416,9708749773,Delta,80,39.7,Medicare and Medicaid,4,3,4,4,3.5833800000000005,0.09116,36.667,0,5,1,1,9,35,21,82,9,31,PD,Cluster 2
11906,55870,SUNRAY HEALTHCARE CENTER,3210 W PICO BLVD,LOS ANGELES,CA,90019,3237342171,Los Angeles,99,89.8,Medicare and Medicaid,4,4,4,2,4.53956,0.02047,48.0,4,14,0,0,3,45,22,98,7,28,FP,Cluster 2
11907,555819,ELMWOOD CARE CENTER,2829 SHATTUCK AVENUE,BERKELEY,CA,94705,5106652800,Alameda,74,69.7,Medicare and Medicaid,4,3,5,3,3.93557,0.16027,58.667,7,11,0,0,5,39,10,95,8,15,FP,Cluster 0
11908,335466,KINGSWAY ARMS NURSING CENTER INC,323 KINGS ROAD,SCHENECTADY,NY,12304,5183934117,Schenectady,160,156.5,Medicare and Medicaid,5,4,5,4,4.55682,0.06038,12.667,0,0,0,0,5,45,21,15,6,23,No,Cluster 3
11909,675922,PARKVIEW MANOR NURSING AND REHABILITATION,206 N SMITH ST,WEIMAR,TX,78962,9797258564,Colorado,94,64.3,Medicare and Medicaid,1,3,1,1,3.42443,0.02115,52.667,1,5,0,0,9,44,19,75,9,31,PD,Cluster 2
11910,335139,FOREST HILLS CARE CENTER,71 44 YELLOWSTONE BLVD,FOREST HILLS,NY,11375,7185444300,Queens,100,94.4,Medicare and Medicaid,5,4,5,2,3.32199,0.0527,12.0,2,0,1,1,7,43,14,15,3,13,FP,Cluster 0
11911,15216,OAKVIEW MANOR HEALTH CARE CENTER,929 MIXON SCHOOL ROAD,OZARK,AL,36360,3347742631,Dale,138,130.0,Medicare and Medicaid,3,2,3,4,4.10492,0.007490000000000002,30.0,1,0,0,0,3,21,18,32,6,25,PD,Cluster 2
11912,345537,"PEAK RESOURCES-WILMINGTON, INC",2305 SILVER STREAM LANE,WILMINGTON,NC,28401,9103623621,New Hanover,110,89.3,Medicare and Medicaid,4,3,5,2,3.68685,0.0537,32.0,0,8,1,1,9,36,17,25,3,33,FP,Cluster 2
11913,56166,AFFINITY HEALTHCARE CENTER,7039 ALONDRA BLVD,PARAMOUNT,CA,90723,5625310990,Los Angeles,104,101.7,Medicare and Medicaid,2,2,3,2,5.74559,0.06306,84.0,3,9,3,3,5,27,29,91,6,30,FP,Cluster 1
11914,495178,CHARLOTTESVILLE HEALTH & REHABILITATION CENTER,505 WEST RIO ROAD,CHARLOTTESVILLE,VA,22901,4349787015,Albemarle,105,93.8,Medicare and Medicaid,2,2,4,3,3.15143,0.17897000000000002,68.0,0,5,0,0,4,21,27,25,7,32,No,Cluster 2
11915,315036,ARBOR GLEN CENTER,25 E LINDSLEY ROAD,CEDAR GROVE,NJ,7009,9732567220,Essex,122,106.7,Medicare and Medicaid,5,4,5,3,3.29261,0.04807,10.667,0,3,0,0,9,42,15,75,3,19,No,Cluster 0
11916,175354,AZRIA HEALTH WOODHAVEN,510 W 7TH ST,ELLINWOOD,KS,67526,6205642337,Barton,56,40.8,Medicare and Medicaid,4,3,3,5,3.91297,0.02279,50.0,0,0,0,0,6,39,27,65,5,33,FP,Cluster 2
11917,385207,DALLAS RETIREMENT VILLAGE HEALTH CENTER,377 NW JASPER STREET,DALLAS,OR,97338,5036235581,Polk,121,99.8,Medicare and Medicaid,2,2,3,3,4.15528,0.12955999999999998,92.667,1,9,1,1,5,21,24,95,1,36,No,Cluster 1
11918,265216,"SCENIC NURSING AND REHABILITATION CENTER, LLC",1333 SCENIC DRIVE,HERCULANEUM,MO,63048,6369312995,Jefferson,189,168.8,Medicare and Medicaid,5,4,5,2,3.05484,0.056270000000000014,16.667,0,0,0,0,6,40,16,65,1,27,PD,Cluster 3
11919,495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,5409559995,Clarke,120,115.1,Medicare and Medicaid,1,1,3,1,2.21427,0.0,155.333,0,22,0,0,1,1,30,25,4,38,FP,Cluster 1
11920,265253,TRUMAN HEALTHCARE & REHABILITATION CENTER,206 WEST FIRST STREET,LAMAR,MO,64759,4176825718,Barton,109,90.8,Medicare and Medicaid,4,3,3,4,3.84391,0.01034,40.667,3,2,0,0,4,38,19,65,5,31,FP,Cluster 2
11921,115659,LIFE CARE CTR OF LAWRENCEVILLE,210 COLLINS INDUSTRIAL WAY,LAWRENCEVILLE,GA,30045,6784420777,Gwinnett,125,96.9,Medicare and Medicaid,5,4,5,3,4.0548,0.24076,9.0,0,0,0,0,6,40,10,35,5,17,GER,Cluster 0
11922,555055,BALDWIN GARDENS NURSING CENTER,10786 LIVE OAK AVENUE,TEMPLE CITY,CA,91780,6264473553,Los Angeles,59,55.1,Medicare and Medicaid,3,3,3,2,4.2766,0.07695,52.0,1,1,0,0,6,32,29,95,5,25,FP,Cluster 2
11923,155390,GOLDEN LIVING CENTER-WOODBRIDGE,816 N FIRST AVE,EVANSVILLE,IN,47710,8124262841,Vanderburgh,67,60.7,Medicare and Medicaid,1,1,3,2,3.81814,0.0493,120.0,2,11,2,2,8,18,26,45,9,39,PD,Cluster 1
11924,115670,ROCKDALE HEALTHCARE CENTER,1510 RENIASSANCE DRIVE,CONYERS,GA,30012,7704834480,Rockdale,102,93.7,Medicare and Medicaid,4,3,5,2,3.74037,0.10638,16.0,1,2,0,0,7,37,13,35,7,10,No,Cluster 0
11925,525617,"ST PAUL ELDER SERVICES, INC",316 EAST 14TH STREET,KAUKAUNA,WI,54130,9207666020,Outagamie,141,124.7,Medicare and Medicaid,5,4,5,5,4.44725,0.08868,8.667,0,0,0,0,9,44,16,55,1,18,No,Cluster 0
11926,365607,PIQUA HEALTHCARE,275 KIENLE DRIVE,PIQUA,OH,45356,9377739346,Miami,99,58.4,Medicare and Medicaid,1,1,3,3,3.17195,0.00864,95.0,1,5,1,1,9,11,27,45,9,42,FP,Cluster 1
11927,335268,LUTHERAN RETIREMENT HOME,715 FALCONER STREET,JAMESTOWN,NY,14701,7166654905,Chautauqua,174,130.1,Medicare and Medicaid,4,3,5,3,3.37976,0.07453,17.333,0,0,0,0,3,33,18,15,6,20,PD,Cluster 3
11928,495118,ROCKY MOUNT HEALTH & REHAB CENTER,300 HATCHER STREET,ROCKY MOUNT,VA,24151,5404839261,Franklin,180,110.6,Medicare and Medicaid,3,2,5,2,3.14605,0.06294,82.667,0,0,0,0,5,21,19,25,8,23,PD,Cluster 3
11929,365377,CELINA MANOR,1001 MYERS ROAD,CELINA,OH,45822,4195866645,Mercer,110,86.4,Medicare and Medicaid,2,2,3,2,3.26765,0.05035,50.667,0,6,0,0,4,22,29,45,7,28,No,Cluster 2
11930,435034,AVERA MARYHOUSE LONG TERM CARE,717 EAST DAKOTA,PIERRE,SD,57501,6052243163,Hughes,80,58.3,Medicare and Medicaid,4,2,5,5,4.11247,0.0,31.333,0,0,1,1,6,13,17,55,3,30,PD,Cluster 2
11931,335434,LITTLE NECK CARE CENTER,260 19 NASSAU BLVD,LITTLE NECK,NY,11362,7184236400,Queens,120,117.3,Medicare and Medicaid,5,5,5,2,3.03185,0.08535,4.667,0,0,0,0,7,50,15,15,3,18,FP,Cluster 0
11932,75437,AVALON HEALTH CARE CENTER AT STONERIDGE,186 JERRY BROWNE ROAD,MYSTIC,CT,6355,8605369700,New London,40,37.6,Medicare and Medicaid,5,5,5,5,4.86325,0.07802,7.332999999999998,0,0,1,1,8,58,10,64,7,12,FP,Cluster 0
11933,366158,THE PAVILION REHABILITATION AND NURSING CENTER,13900 BENNETT ROAD,NORTH ROYALTON,OH,44133,4402377966,Cuyahoga,83,63.4,Medicare and Medicaid,1,1,3,2,3.26039,0.03769,148.667,0,15,0,0,4,12,33,46,5,32,FP,Cluster 1
11934,215033,LEVINDALE HEBREW GER CTR & HSP,2434 W. BELVEDERE AVENUE,BALTIMORE,MD,21215,4104668700,Baltimore City,210,203.3,Medicare and Medicaid,3,3,4,3,4.13748,0.13022,74.0,6,4,1,1,4,31,19,25,3,24,FP,Cluster 3
11935,676125,WINDSOR ATRIUM,1814 ATRIUM PLACE,HARLINGEN,TX,78550,9562302300,Cameron,120,111.5,Medicare and Medicaid,2,1,5,1,3.57682,0.0,132.667,4,3,1,1,9,5,27,76,1,33,PD,Cluster 1
11936,15372,REGENCY HEALTH CARE AND REHABILITATION CENTER,"2061 POOLE DRIVE, NW",HUNTSVILLE,AL,35810,2568529290,Madison,90,86.6,Medicare and Medicaid,3,3,4,2,4.2583,0.07326,17.333,0,1,1,1,2,32,18,33,9,34,FP,Cluster 2
11937,455714,NORTHWEST HEALTH AND REHABILITATION CENTER,17600 CALI DR,HOUSTON,TX,77090,2814409000,Harris,148,133.2,Medicare and Medicaid,3,3,3,2,3.04624,0.09099,54.667,1,6,0,1,2,30,24,75,1,29,No,Cluster 2
11938,115406,WRIGHTSVILLE MANOR HEALTH AND REHAB,337 WEST COURT STREET,WRIGHTSVILLE,GA,31096,4788642286,Johnson,94,84.7,Medicare and Medicaid,2,2,2,2,3.56281,0.00919,25.333,0,0,0,0,4,25,27,35,9,27,FP,Cluster 2
11939,105232,VILLA MARIA NURSING CENTER,1050 NE 125TH STREET,NORTH MIAMI,FL,33161,3058918850,Miami-Dade,212,200.9,Medicare and Medicaid,2,2,4,2,3.14177,0.07422999999999999,44.667,2,1,0,0,3,21,13,35,3,22,PD,Cluster 3
11940,105979,SOLARIS HEALTHCARE COCONUT CREEK,4125 WEST SAMPLE RD,COCONUT CREEK,FL,33073,9549688333,Broward,120,114.5,Medicare and Medicaid,4,3,4,4,4.51106,0.06867000000000001,24.0,0,0,0,0,9,35,25,35,7,27,No,Cluster 2
11941,495261,HERITAGE HALL LEESBURG,122 MORVEN PARK ROAD NW,LEESBURG,VA,20176,7037778700,Loudoun,164,144.2,Medicare and Medicaid,4,3,5,3,3.6393,0.04563,46.0,0,0,0,0,7,36,21,25,6,21,PD,Cluster 3
11942,255226,NATCHEZ REHABILITATION AND HEALTHCARE CENTER,344 ARLINGTON AVENUE,NATCHEZ,MS,39120,6014432344,Adams,58,47.1,Medicare and Medicaid,3,4,1,2,3.5914,0.02023,8.667,0,0,0,0,6,45,19,35,5,30,PD,Cluster 2
11943,265387,HUNTER ACRES CARING CENTER,628 NORTH WEST STREET,SIKESTON,MO,63801,5734717130,Scott,120,81.1,Medicare and Medicaid,4,4,3,3,3.1428,0.0,31.333,0,0,0,0,5,13,24,65,8,34,PD,Cluster 2
11944,215031,LONG GREEN CENTER,115 EAST MELROSE AVENUE,BALTIMORE,MD,21212,4104359073,Baltimore City,135,109.5,Medicare and Medicaid,4,2,5,4,3.71459,0.02446,99.333,9,6,0,0,4,27,32,25,3,44,No,Cluster 1
11945,555139,BEVERLY WEST HEALTHCARE,1020 SOUTH FAIRFAX AVE,LOS ANGELES,CA,90019,3239382451,Los Angeles,120,83.8,Medicare and Medicaid,1,1,3,3,4.27895,0.0,494.667,14,92,1,2,3,1,22,95,3,34,No,Cluster 1
11946,45413,METHODIST HEALTH AND REHAB,7425 EUPER LANE,FORT SMITH,AR,72903,4794521611,Sebastian,145,121.2,Medicare and Medicaid,2,1,5,2,3.64241,0.00557,185.833,1,2,4,5,4,16,34,74,3,33,FP,Cluster 1
11947,65256,HIGHLINE REHABILITATION AND CARE COMMUNITY,6060 E ILIFF AVE,DENVER,CO,80222,3037594221,Denver,135,108.4,Medicare and Medicaid,5,3,5,4,4.0007,0.03037,44.667,0,2,0,0,3,30,13,82,6,19,FP,Cluster 0
11948,265503,HEARTLAND CARE AND REHABILITATION CENTER,2525 BOUTIN DRIVE,CAPE GIRARDEAU,MO,63701,5733345225,Cape Girardeau,102,71.1,Medicare and Medicaid,4,3,5,3,3.19046,0.01158,42.667,0,4,0,0,5,31,15,65,1,34,FP,Cluster 2
11949,395867,LAKEVIEW HEALTHCARE AND REHABILITATION CENTER,15 WEST WILLOW STREET,SMETHPORT,PA,16749,8148875716,Mc Kean,34,31.2,Medicare and Medicaid,3,3,4,3,3.37456,0.12082,30.667,0,0,0,0,8,33,27,15,6,31,PD,Cluster 2
11950,366113,LIBERTY HEALTH CARE CENTER INC,1355 CHURCHILL HUBBARD RD,YOUNGSTOWN,OH,44505,3307597858,Trumbull,110,99.1,Medicare and Medicaid,3,3,2,2,3.4439800000000003,0.05536,31.333,0,1,0,0,3,34,28,46,1,26,FP,Cluster 2
11951,235058,LAPEER COUNTY MEDICAL CARE FAC,1455 SUNCREST DR,LAPEER,MI,48446,8106648571,Lapeer,202,199.7,Medicare and Medicaid,3,2,4,5,5.2806,0.0492,72.0,5,2,0,1,8,22,18,45,5,27,PD,Cluster 3
11952,675170,LA PALOMA NURSING CENTER,138 S FM 1329,SAN DIEGO,TX,78384,3612798291,Duval,90,64.1,Medicare and Medicaid,4,4,5,1,3.33379,0.06201,27.333,0,2,0,0,3,43,16,75,7,13,FP,Cluster 0
11953,365718,ARBORS AT STREETSBORO,1645 MAPLEWOOD DR,STREETSBORO,OH,44241,3306263031,Portage,99,75.8,Medicare and Medicaid,1,1,4,3,3.55057,0.03464,100.667,0,13,0,0,3,15,21,45,7,40,No,Cluster 1
